,model,input_text,output_data_source,input_vector,output_text,output_vector,k
436,LASER,تفاوت قائل شدن بین انسان‌ها درست است,تک‌بیتی‌های فارسی => 193,"[[ 0.01777368 -0.00015635  0.00232677 ...  0.01111673  0.01345928
   0.03705978]]",کوه نا‌هموار را هموار کردن سخت نیست حرف نا‌هموار را هموار کردن مشکل است,"[[ 0.00534058 -0.00031267  0.00870628 ...  0.0075375   0.01500625
   0.02370476]]",3
437,LASER,تفاوت قائل شدن بین انسان‌ها درست است,تک‌بیتی‌های فارسی => 194,"[[ 0.01777368 -0.00015635  0.00232677 ...  0.01111673  0.01345928
   0.03705978]]",دل که رنجید از کسی خرسند کردن مشکل است شیشه بشکسته را پیوند کردن مشکل است,"[[ 0.01492833 -0.00034514 -0.00094556 ...  0.01363956  0.03529301
   0.03210616]]",4
435,LASER,تفاوت قائل شدن بین انسان‌ها درست است,تک‌بیتی‌های فارسی => 222,"[[ 0.01777368 -0.00015635  0.00232677 ...  0.01111673  0.01345928
   0.03705978]]",از خلق جهان آنکه خبر دار تر است مفلس‌تر و خامش‌تر و بیکار‌تر است,[[0.00561212 0.00467574 0.0027071  ... 0.00862779 0.00924884 0.0240831 ]],2
434,LASER,تفاوت قائل شدن بین انسان‌ها درست است,تک‌بیتی‌های فارسی => 241,"[[ 0.01777368 -0.00015635  0.00232677 ...  0.01111673  0.01345928
   0.03705978]]",اجرام که ساکنان این ایوانند اسباب تردد خردمندانند,[[0.00430876 0.00522014 0.00044195 ... 0.01097318 0.01087319 0.0449201 ]],1
438,LASER,تفاوت قائل شدن بین انسان‌ها درست است,تک‌بیتی‌های فارسی => 50,"[[ 0.01777368 -0.00015635  0.00232677 ...  0.01111673  0.01345928
   0.03705978]]",دل که رنجید از کسی خرسند کردن مشکل است شیشه بشکسته را پیوند کردن مشکل است,"[[ 0.01492833 -0.00034514 -0.00094556 ...  0.01363956  0.03529301
   0.03210616]]",5
578,LASER,تفاوت قائل شدن بین انسان‌ها درست است,حکمت‌های نهج‌البلاغه => 193,"[[ 0.01777368 -0.00015635  0.00232677 ...  0.01111673  0.01345928
   0.03705978]]",و قال ع الخلاف یهدم الرای‌ ,[[0.00479177 0.00869258 0.00057067 ... 0.00832648 0.03715852 0.02544557]],1
579,LASER,تفاوت قائل شدن بین انسان‌ها درست است,حکمت‌های نهج‌البلاغه => 220,"[[ 0.01777368 -0.00015635  0.00232677 ...  0.01111673  0.01345928
   0.03705978]]",و قال ع اذا ازدحم الجواب خفی‌ الصواب ,"[[ 0.00531811  0.01023359 -0.00094815 ...  0.01353495  0.02587401
   0.04504574]]",2
756,LASER,تفاوت قائل شدن بین انسان‌ها درست است,غزلیات حافظ => 117,"[[ 0.01777368 -0.00015635  0.00232677 ...  0.01111673  0.01345928
   0.03705978]]",آن کس که به دست جام دارد سلطانی جم مدام دارد آبی که خضر حیات از او یافت در میکده جو که جام دارد سررشته جان به جام بگذار کاین رشته از او نظام دارد ما و می و زاهدان و تقوا تا یار سر کدام دارد بیرون ز لب تو ساقیا نیست در دور کسی که کام دارد نرگس همه شیوه‌های مستی از چشم خوشت به وام دارد ذکر رخ و زلف تو دلم را وردیست که صبح و شام دارد بر سینه ریش دردمندان لعلت نمکی تمام دارد در چاه ذقن چو حافظ ای جان حسن تو دو صد غلام دارد,"[[ 0.02559869 -0.0006691   0.00443658 ... -0.00024534  0.01812924
   0.06655569]]",1
759,LASER,تفاوت قائل شدن بین انسان‌ها درست است,غزلیات حافظ => 160,"[[ 0.01777368 -0.00015635  0.00232677 ...  0.01111673  0.01345928
   0.03705978]]",کی شعر تر انگیزد خاطر که حزین باشد یک نکته از این معنی گفتیم و همین باشد از لعل تو گر یابم انگشتری زنهار صد ملک سلیمانم در زیر نگین باشد غمناک نباید بود از طعن حسود ای دل شاید که چو وابینی خیر تو در این باشد هر کو نکند فهمی زین کلک خیال انگیز نقشش به حرام ار خود صورتگر چین باشد جام می و خون دل هر یک به کسی دادند در دایره قسمت اوضاع چنین باشد در کار گلاب و گل حکم ازلی این بود کاین شاهد بازاری وان پرده نشین باشد آن نیست که حافظ را رندی بشد از خاطر کاین سابقه پیشین تا روز پسین باشد,"[[ 0.00873058 -0.00028539  0.00339938 ...  0.008536    0.0062343
   0.02574471]]",4
758,LASER,تفاوت قائل شدن بین انسان‌ها درست است,غزلیات حافظ => 238,"[[ 0.01777368 -0.00015635  0.00232677 ...  0.01111673  0.01345928
   0.03705978]]",رسید مژده که آمد بهار و سبزه دمید وظیفه گر برسد مصرفش گل است و نبید صفیر مرغ برآمد بط شراب کجاست فغان فتاد به بلبل نقاب گل که کشید ز میوه‌های بهشتی چه ذوق دریابد هر آن که سیب زنخدان شاهدی نگزید مکن ز غصه شکایت که در طریق طلب به راحتی نرسید آن که زحمتی نکشید ز روی ساقی مه وش گلی بچین امروز که گرد عارض بستان خط بنفشه دمید چنان کرشمه ساقی دلم ز دست ببرد که با کسی دگرم نیست برگ گفت و شنید من این مرقع رنگین چو گل بخواهم سوخت که پیر باده فروشش به جرعه‌ای نخرید بهار می‌گذرد دادگسترا دریاب که رفت موسم و حافظ هنوز می‌نچشید,"[[ 2.9739048e-02 -2.7629523e-05 -6.1898367e-03 ...  3.1126951e-04
   3.1038111e-02  1.9515632e-02]]",3
757,LASER,تفاوت قائل شدن بین انسان‌ها درست است,غزلیات حافظ => 369,"[[ 0.01777368 -0.00015635  0.00232677 ...  0.01111673  0.01345928
   0.03705978]]",صلاح از ما چه می‌جویی که مستان را صلا گفتیم به دور نرگس مستت سلامت را دعا گفتیم در میخانه‌ام بگشا که هیچ از خانقه نگشود گرت باور بود ور نه سخن این بود و ما گفتیم من از چشم تو ای ساقی خراب افتاده‌ام لیکن بلایی کز حبیب آید هزارش مرحبا گفتیم اگر بر من نبخشایی پشیمانی خوری آخر به خاطر دار این معنی که در خدمت کجا گفتیم قدت گفتم که شمشاد است بس خجلت به بار آورد که این نسبت چرا کردیم و این بهتان چرا گفتیم جگر چون نافه‌ام خون گشت کم زینم نمی‌باید جزای آن که با زلفت سخن از چین خطا گفتیم تو آتش گشتی ای حافظ ولی با یار درنگرفت ز بدعهدی گل گویی حکایت با صبا گفتیم,"[[ 0.01344446 -0.00011467  0.00346535 ...  0.01441453  0.03113599
   0.03852043]]",2
957,LASER,تفاوت قائل شدن بین انسان‌ها درست است,غزلیات شمس => 1795,"[[ 0.01777368 -0.00015635  0.00232677 ...  0.01111673  0.01345928
   0.03705978]]",فدیتتک یا ستی الناسیه الی کم تشد فم الخابیه الا فاملای منه لی کاسه تذکرنی صفوه ناسیه فما کاسه منه الا نجی و تاتی باخت لها آبیه,"[[ 0.01677951 -0.00011786 -0.00165597 ...  0.01060321  0.00501328
   0.02375513]]",2
958,LASER,تفاوت قائل شدن بین انسان‌ها درست است,غزلیات شمس => 2158,"[[ 0.01777368 -0.00015635  0.00232677 ...  0.01111673  0.01345928
   0.03705978]]",ز کجا آمده ای می دانی ز میان حرم سبحانی یاد کن هیچ به یادت آید آن مقامات خوش روحانی پس فراموش شدستت آن ها لاجرم خیره و سرگردانی جان فروشی به یکی مشتی خاک این چه بیع است بدین ارزانی بازده خاک و بدان قیمت خود نی غلامی ملکی سلطانی جهت تو ز فلک آمده اند خوبرویان خوش پنهانی,"[[ 0.00884223  0.00176949 -0.00196003 ...  0.03025193  0.0141828
   0.02054211]]",3
959,LASER,تفاوت قائل شدن بین انسان‌ها درست است,غزلیات شمس => 311,"[[ 0.01777368 -0.00015635  0.00232677 ...  0.01111673  0.01345928
   0.03705978]]",گم شدن در گم شدن دین منست نیستی در هست آیین منست تا پیاده می روم در کوی دوست سبز خنگ چرخ در زین منست چون به یک دم صد جهان واپس کنم بنگرم گام نخستین منست من چرا گرد جهان گردم چو دوست در میان جان شیرین منست شمس تبریزی که فخر اولیاست سین دندان هاش یاسین منست,[[0.00573056 0.00451902 0.00173503 ... 0.02871575 0.00095143 0.01485764]],4
956,LASER,تفاوت قائل شدن بین انسان‌ها درست است,غزلیات شمس => 861,"[[ 0.01777368 -0.00015635  0.00232677 ...  0.01111673  0.01345928
   0.03705978]]",عار بادا جهانیان را عار از دو سه ماده ابله طرار شکلک زاهدان ولی ز درون لیس فی الدار سیدی دیار به دو پول سیاه بتوان یافت زین چنین خربطان دو سه خروار,"[[ 5.8419439e-03  1.6279167e-03 -4.7512117e-06 ...  1.6262697e-02
   2.0888187e-02  1.0610698e-02]]",1
158,LASER,تفاوت قائل شدن بین انسان‌ها درست است,نقل قول از نویسندگان انگلیسی زبان => 117,"[[ 0.01777368 -0.00015635  0.00232677 ...  0.01111673  0.01345928
   0.03705978]]",The difference between genius and stupidity is genius has its limits,"[[ 0.02559869 -0.0006691   0.00443658 ... -0.00024534  0.01812924
   0.06655569]]",3
156,LASER,تفاوت قائل شدن بین انسان‌ها درست است,نقل قول از نویسندگان انگلیسی زبان => 1175,"[[ 0.01777368 -0.00015635  0.00232677 ...  0.01111673  0.01345928
   0.03705978]]",You ca n't measure the mutual affection of two human beings by the number of words they exchange,"[[ 0.01909841 -0.00013672  0.00453555 ...  0.00702181  0.01456401
   0.04462394]]",1
159,LASER,تفاوت قائل شدن بین انسان‌ها درست است,نقل قول از نویسندگان انگلیسی زبان => 2002,"[[ 0.01777368 -0.00015635  0.00232677 ...  0.01111673  0.01345928
   0.03705978]]",Feminism is the radical notion that women are human beings,"[[2.1746107e-04 1.7891116e-05 3.2511898e-03 ... 2.0090973e-02
  1.5336112e-02 3.5939090e-02]]",4
157,LASER,تفاوت قائل شدن بین انسان‌ها درست است,نقل قول از نویسندگان انگلیسی زبان => 632,"[[ 0.01777368 -0.00015635  0.00232677 ...  0.01111673  0.01345928
   0.03705978]]",The difference between the almost right word and the right word is really a large matter tis the difference between the lightning bug and the lightning,"[[ 0.0145217  -0.00021512 -0.00279191 ...  0.01081815  0.01984575
   0.03110086]]",2
351,LASER,ثروت چیز خوبی است,تک‌بیتی‌های فارسی => 241,"[[ 9.4009499e-04 -3.0255430e-06  2.2454851e-03 ...  6.3155446e-04
  -2.2433512e-03  3.3947378e-02]]",اجرام که ساکنان این ایوانند اسباب تردد خردمندانند,[[0.00430876 0.00522014 0.00044195 ... 0.01097318 0.01087319 0.0449201 ]],2
355,LASER,ثروت چیز خوبی است,تک‌بیتی‌های فارسی => 258,"[[ 9.4009499e-04 -3.0255430e-06  2.2454851e-03 ...  6.3155446e-04
  -2.2433512e-03  3.3947378e-02]]",بدر را هم با بدی پاداش کردن نه کار مردم آزاده باشد,"[[ 0.0060749  -0.00017384 -0.00229652 ...  0.02003353  0.01227698
   0.0147528 ]]",6
352,LASER,ثروت چیز خوبی است,تک‌بیتی‌های فارسی => 287,"[[ 9.4009499e-04 -3.0255430e-06  2.2454851e-03 ...  6.3155446e-04
  -2.2433512e-03  3.3947378e-02]]",جزای حسن عمل بین که روزگار هنوز خراب میکند بارگاه کسری را,"[[ 2.3114914e-03 -3.3087900e-04 -2.3762266e-05 ...  1.0927044e-02
   3.7975688e-02  2.3078373e-02]]",3
353,LASER,ثروت چیز خوبی است,تک‌بیتی‌های فارسی => 292,"[[ 9.4009499e-04 -3.0255430e-06  2.2454851e-03 ...  6.3155446e-04
  -2.2433512e-03  3.3947378e-02]]",جهان آیینه حسن است مطلق نبینی هیچ بد گر بنگری نیک,"[[ 1.1438986e-03 -4.0360126e-05 -7.4122398e-04 ...  5.6847576e-03
   1.7963098e-03  2.9466301e-02]]",4
350,LASER,ثروت چیز خوبی است,تک‌بیتی‌های فارسی => 34,"[[ 9.4009499e-04 -3.0255430e-06  2.2454851e-03 ...  6.3155446e-04
  -2.2433512e-03  3.3947378e-02]]",لبخند تو خلاصه خوبیهاست لختی بخند خنده ی گل زیباست,"[[ 1.2431178e-02 -6.4236912e-05  7.1870345e-03 ... -1.1509096e-03
   1.2614049e-02  2.3038289e-02]]",1
354,LASER,ثروت چیز خوبی است,تک‌بیتی‌های فارسی => 345,"[[ 9.4009499e-04 -3.0255430e-06  2.2454851e-03 ...  6.3155446e-04
  -2.2433512e-03  3.3947378e-02]]",در این عالم از هرچه بایستنیست نکوتر ز فرزند شایسته نیست,[[0.00200402 0.00956795 0.00185179 ... 0.00801379 0.01348255 0.02611928]],5
